+--------------------+----------------------------------------+-------------------------------------------------------------+--------------------------------------------------+------------------------------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------------+
| Domain             | Method                                 | URI                                                         | Name                                             | Action                                                                       | Middleware                                                                                                               |
| api.localhost      | POST                                   | profile/locationHeadless                                    | api.profile.update.locationHeadless              | App\Http\Controllers\Api\ProfileController@updateLocationHeadless            | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | GET|HEAD                               | profile/messages/count                                      | api.profile.messages.count                       | App\Http\Controllers\Api\ProfileController@messagesCount                     | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | GET|HEAD                               | profile/notifications                                       | api.profile.notifications                        | App\Http\Controllers\Api\ProfileController@notifications                     | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | GET|HEAD                               | profile/notifications/count                                 | api.profile.notifications.count                  | App\Http\Controllers\Api\ProfileController@notificationsCount                | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | DELETE                                 | profile/notifications/deleteAllNotifications                | api.profile.notifications.deleteAllNotifications | App\Http\Controllers\Api\ProfileController@deleteAllNotifications            | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | DELETE                                 | profile/notifications/deleteNotification                    | api.profile.notifications.deleteNotification     | App\Http\Controllers\Api\ProfileController@deleteNotification                | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | GET|HEAD                               | profile/notifications/mark-read                             | api.profile.notifications.mark-read              | App\Http\Controllers\Api\ProfileController@notificationsMarkRead             | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | GET|HEAD                               | profile/offer                                               | api.profile.offer                                | App\Http\Controllers\Api\ProfileController@offer                             | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | GET|HEAD                               | profile/orders/count                                        | api.profile.userOrdersCount                      | App\Http\Controllers\Api\ProfileController@getOrdersCount                    | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | POST                                   | profile/payment                                             | api.profile.payment-link                         | App\Http\Controllers\Api\ProfileController@getPaymentLink                    | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | GET|HEAD                               | profile/show                                                | api.profile.show                                 | App\Http\Controllers\Api\ProfileController@show                              | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | GET|HEAD                               | profile/statistics                                          | api.profile.statistics                           | App\Http\Controllers\Api\ProfileController@statistics                        | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | PUT                                    | profile/truck                                               | api.profile.truck.update                         | App\Http\Controllers\Api\ProfileController@updateCar                         | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | GET|HEAD                               | profile/truck                                               | api.profile.truck.show                           | App\Http\Controllers\Api\ProfileController@showCar                           | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | POST                                   | profile/update                                              | api.profile.update                               | App\Http\Controllers\Api\ProfileController@update                            | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | POST                                   | profile/updateLocale                                        | api.profile.updateLocale                         | App\Http\Controllers\Api\ProfileController@updateLocale                      | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | POST                                   | profile/upload-docs                                         | api.profile.upload-docs                          | App\Http\Controllers\Api\ProfileController@driverUploadDocs                  | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| admin.localhost    | GET|HEAD                               | rate-history                                                | admin.rate-history.index                         | App\Http\Controllers\Admin\CarTypeRatesHistoryController@index               | web,auth,role:admin,active,checkPermission:rates_history                                                                 |
| admin.localhost    | GET|HEAD                               | regions                                                     | admin.regions.index                              | App\Http\Controllers\Admin\RegionsController@index                           | web,auth,role:admin,active,checkPermission:regions                                                                       |
| admin.localhost    | GET|HEAD                               | regions/changeByPrice                                       | admin.regions.changeByPrice                      | App\Http\Controllers\Admin\RegionsController@changeByPriceView               | web,auth,role:admin,active,checkPermission:regions                                                                       |
| admin.localhost    | GET|HEAD                               | regions/distances                                           | admin.regions.distances                          | App\Http\Controllers\Admin\RegionsController@distances                       | web,auth,role:admin,active,checkPermission:regions                                                                       |
| admin.localhost    | PUT                                    | regions/distances/update                                    | admin.regions.distances.updateDistances          | App\Http\Controllers\Admin\RegionsController@updateDistances                 | web,auth,role:admin,active,checkPermission:regions                                                                       |
| admin.localhost    | GET|HEAD                               | regions/edit/{region}                                       | admin.regions.edit                               | App\Http\Controllers\Admin\RegionsController@edit                            | web,auth,role:admin,active,checkPermission:regions                                                                       |
| admin.localhost    | GET|HEAD                               | regions/manageTariffs                                       | admin.regions.manageTariffs                      | App\Http\Controllers\Admin\RegionsController@manageTariffs                   | web,auth,role:admin,active,checkPermission:regions                                                                       |
| admin.localhost    | PUT                                    | regions/manageTariffsUpdate                                 | admin.regions.manageTariffsUpdate                | App\Http\Controllers\Admin\RegionsController@manageTariffsUpdate             | web,auth,role:admin,active,checkPermission:regions                                                                       |
| admin.localhost    | GET|HEAD                               | regions/tariffs/filterTariffs                               | admin.regions.filterTariffs                      | App\Http\Controllers\Admin\RegionsController@filterTariffs                   | web,auth,role:admin,active,checkPermission:regions                                                                       |
| admin.localhost    | GET|HEAD                               | regions/tariffsExport                                       | admin.regions.tariffsExport                      | App\Http\Controllers\Admin\RegionsController@export                          | web,auth,role:admin,active,checkPermission:regions                                                                       |
| admin.localhost    | GET|HEAD                               | regions/tariffsExportAll                                    | admin.regions.tariffsExportAll                   | App\Http\Controllers\Admin\RegionsController@exportAll                       | web,auth,role:admin,active,checkPermission:regions                                                                       |
| admin.localhost    | PUT                                    | regions/update/{region}                                     | admin.regions.update                             | App\Http\Controllers\Admin\RegionsController@update                          | web,auth,role:admin,active,checkPermission:regions                                                                       |
| admin.localhost    | PUT                                    | regions/updateTariffByPrice                                 | admin.regions.updateTariffByPrice                | App\Http\Controllers\Admin\RegionsController@updateTariffByPrice             | web,auth,role:admin,active,checkPermission:regions                                                                       |
| merchant.localhost | GET|HEAD                               | register                                                    | admin2.auth.registerForm                         | App\Http\Controllers\TAdmin\Auth\LoginController@showRegisterForm            | web,guest                                                                                                                |
| merchant.localhost | POST                                   | register                                                    | admin2.auth.register                             | App\Http\Controllers\TAdmin\Auth\LoginController@register                    | web,guest                                                                                                                |
| merchant.localhost | GET|HEAD                               | reviews                                                     | admin2.reviews.index                             | App\Http\Controllers\TAdmin\ReviewsController@index                          | web,auth,role:merchant,active,merchantCompany                                                                            |
| admin.localhost    | GET|HEAD                               | reviews                                                     | admin.reviews.index                              | App\Http\Controllers\Admin\ReviewsController@index                           | web,auth,role:admin,active,checkPermission:reviews                                                                       |
| admin.localhost    | GET|HEAD                               | reviews/delete/{booking}                                    | admin.reviews.delete                             | App\Http\Controllers\Admin\ReviewsController@delete                          | web,auth,role:admin,active,checkPermission:reviews                                                                       |
| admin.localhost    | GET|HEAD                               | seasons                                                     | admin.seasons.index                              | App\Http\Controllers\Admin\SeasonsController@index                           | web,auth,role:admin,active,checkPermission:seasons                                                                       |
| admin.localhost    | GET|HEAD                               | seasons/create                                              | admin.seasons.create                             | App\Http\Controllers\Admin\SeasonsController@create                          | web,auth,role:admin,active,checkPermission:seasons                                                                       |
| admin.localhost    | DELETE                                 | seasons/destroy/{season}                                    | admin.seasons.destroy                            | App\Http\Controllers\Admin\SeasonsController@destroy                         | web,auth,role:admin,active,checkPermission:seasons                                                                       |
| admin.localhost    | GET|HEAD                               | seasons/edit/{season}                                       | admin.seasons.edit                               | App\Http\Controllers\Admin\SeasonsController@edit                            | web,auth,role:admin,active,checkPermission:seasons                                                                       |
| admin.localhost    | POST                                   | seasons/store                                               | admin.seasons.store                              | App\Http\Controllers\Admin\SeasonsController@store                           | web,auth,role:admin,active,checkPermission:seasons                                                                       |
| admin.localhost    | PUT                                    | seasons/update/{season}                                     | admin.seasons.update                             | App\Http\Controllers\Admin\SeasonsController@update                          | web,auth,role:admin,active,checkPermission:seasons                                                                       |
| admin.localhost    | GET|HEAD                               | sizes                                                       | admin.sizes.index                                | App\Http\Controllers\Admin\SizesController@index                             | web,auth,role:admin,active,checkPermission:sizes                                                                         |
| admin.localhost    | GET|HEAD                               | sizes/create                                                | admin.sizes.create                               | App\Http\Controllers\Admin\SizesController@create                            | web,auth,role:admin,active,checkPermission:sizes                                                                         |
| admin.localhost    | DELETE                                 | sizes/destroy/{size}                                        | admin.sizes.destroy                              | App\Http\Controllers\Admin\SizesController@destroy                           | web,auth,role:admin,active,checkPermission:sizes                                                                         |
| admin.localhost    | GET|HEAD                               | sizes/edit/{size}                                           | admin.sizes.edit                                 | App\Http\Controllers\Admin\SizesController@edit                              | web,auth,role:admin,active,checkPermission:sizes                                                                         |
| admin.localhost    | POST                                   | sizes/store                                                 | admin.sizes.store                                | App\Http\Controllers\Admin\SizesController@store                             | web,auth,role:admin,active,checkPermission:sizes                                                                         |
| admin.localhost    | PUT                                    | sizes/update/{size}                                         | admin.sizes.update                               | App\Http\Controllers\Admin\SizesController@update                            | web,auth,role:admin,active,checkPermission:sizes                                                                         |
| api.localhost      | POST                                   | sms-endpoint                                                | api.sms-endpoint.send                            | App\Http\Controllers\Api\SmsEndpointController@send                          | api,localize,localizationRedirect,apiLang                                                                                |
| admin.localhost    | GET|HEAD                               | statistics                                                  | admin.statistics.index                           | App\Http\Controllers\Admin\StatisticsController@index                        | web,auth,role:admin,active,checkPermission:statistics                                                                    |
| merchant.localhost | GET|HEAD                               | statistics                                                  | admin2.statistics.index                          | App\Http\Controllers\TAdmin\StatisticsController@index                       | web,auth,role:merchant,active,merchantCompany                                                                            |
| admin.localhost    | GET|HEAD                               | statistics/accounts/drivers                                 | admin.statistics.accounts.drivers                | App\Http\Controllers\Admin\StatisticsController@accountsDriversDetails       | web,auth,role:admin,active,checkPermission:statistics                                                                    |
| admin.localhost    | GET|HEAD                               | statistics/accounts/drivers/export                          | admin.statistics.accounts.drivers.export         | App\Http\Controllers\Admin\StatisticsController@accountsDriversDetailsExport | web,auth,role:admin,active,checkPermission:statistics                                                                    |
| admin.localhost    | GET|HEAD                               | statistics/accounts/users                                   | admin.statistics.accounts.users                  | App\Http\Controllers\Admin\StatisticsController@accountsUsersDetails         | web,auth,role:admin,active,checkPermission:statistics                                                                    |
| admin.localhost    | GET|HEAD                               | statistics/accounts/users/export                            | admin.statistics.accounts.users.export           | App\Http\Controllers\Admin\StatisticsController@accountsUsersDetailsExport   | web,auth,role:admin,active,checkPermission:statistics                                                                    |
| admin.localhost    | GET|HEAD                               | statistics/avg-time                                         | admin.statistics.avg-time                        | App\Http\Controllers\Admin\StatisticsController@avgTime                      | web,auth,role:admin,active,checkPermission:statistics                                                                    |
| admin.localhost    | GET|HEAD                               | statistics/avg-time/export                                  | admin.statistics.avg-time.export                 | App\Http\Controllers\Admin\StatisticsController@avgTimeExport                | web,auth,role:admin,active,checkPermission:statistics                                                                    |
| admin.localhost    | GET|HEAD                               | statistics/bookings/month                                   | admin.statistics.bookings.month                  | App\Http\Controllers\Admin\StatisticsController@bookingsMonthDetails         | web,auth,role:admin,active,checkPermission:statistics                                                                    |
| admin.localhost    | GET|HEAD                               | statistics/bookings/year                                    | admin.statistics.bookings.year                   | App\Http\Controllers\Admin\StatisticsController@bookingsYearDetails          | web,auth,role:admin,active,checkPermission:statistics                                                                    |
| admin.localhost    | GET|HEAD                               | statistics/cancel-reasons                                   | admin.statistics.cancel-reasons                  | App\Http\Controllers\Admin\StatisticsController@cancelReasonsDetails         | web,auth,role:admin,active,checkPermission:statistics                                                                    |
| admin.localhost    | GET|HEAD                               | statistics/cancel-reasons/export                            | admin.statistics.cancel-reasons.export           | App\Http\Controllers\Admin\StatisticsController@cancelReasonsDetailsExport   | web,auth,role:admin,active,checkPermission:statistics                                                                    |
| admin.localhost    | GET|HEAD                               | statistics/directions/graphic                               | admin.statistics.directions.graphic              | App\Http\Controllers\Admin\StatisticsController@directionsDetails            | web,auth,role:admin,active,checkPermission:statistics                                                                    |
| admin.localhost    | GET|HEAD                               | statistics/directions/graphic/export                        | admin.statistics.directions.graphic.export       | App\Http\Controllers\Admin\StatisticsController@directionsDetailsExport      | web,auth,role:admin,active,checkPermission:statistics                                                                    |
| admin.localhost    | GET|HEAD                               | statistics/regions/graphic                                  | admin.statistics.regions.graphic                 | App\Http\Controllers\Admin\StatisticsController@regionsDetails               | web,auth,role:admin,active,checkPermission:statistics                                                                    |
| admin.localhost    | GET|HEAD                               | statistics/regions/users                                    | admin.statistics.regions.users                   | App\Http\Controllers\Admin\StatisticsController@usersByRegions               | web,auth,role:admin,active,checkPermission:statistics                                                                    |
| admin.localhost    | GET|HEAD                               | statistics/sums/month                                       | admin.statistics.sums.month                      | App\Http\Controllers\Admin\StatisticsController@sumsMonthDetails             | web,auth,role:admin,active,checkPermission:statistics                                                                    |
| admin.localhost    | GET|HEAD                               | statistics/sums/year                                        | admin.statistics.sums.year                       | App\Http\Controllers\Admin\StatisticsController@sumsYearDetails              | web,auth,role:admin,active,checkPermission:statistics                                                                    |
| admin.localhost    | GET|HEAD                               | statistics/users/month                                      | admin.statistics.users.month                     | App\Http\Controllers\Admin\StatisticsController@usersMonthDetails            | web,auth,role:admin,active,checkPermission:statistics                                                                    |
| admin.localhost    | GET|HEAD                               | statistics/users/year                                       | admin.statistics.users.year                      | App\Http\Controllers\Admin\StatisticsController@usersYearDetails             | web,auth,role:admin,active,checkPermission:statistics                                                                    |
| admin.localhost    | GET|HEAD                               | system                                                      | admin.system.index                               | App\Http\Controllers\Admin\SystemController@index                            | web,auth,role:admin,active,checkPermission:system                                                                        |
| admin.localhost    | GET|HEAD                               | system/clear-logs                                           | admin.system.clearLogs                           | App\Http\Controllers\Admin\SystemController@clearSystemLogs                  | web,auth,role:admin,active,checkPermission:system                                                                        |
| admin.localhost    | GET|HEAD                               | system/confirmation-codes                                   | admin.system.confirmationCodes                   | App\Http\Controllers\Admin\SystemController@confirmationCodes                | web,auth,role:admin,active,checkPermission:system                                                                        |
| admin.localhost    | GET|HEAD                               | system/logs                                                 | admin.system.logs                                | App\Http\Controllers\Admin\SystemController@systemLogs                       | web,auth,role:admin,active,checkPermission:system                                                                        |
| admin.localhost    | GET|HEAD                               | ticket-themes                                               | admin.ticket-themes.index                        | App\Http\Controllers\Admin\TicketThemesController@index                      | web,auth,role:admin,active,checkPermission:ticket_themes                                                                 |
| admin.localhost    | GET|HEAD                               | ticket-themes/create                                        | admin.ticket-themes.create                       | App\Http\Controllers\Admin\TicketThemesController@create                     | web,auth,role:admin,active,checkPermission:ticket_themes                                                                 |
| admin.localhost    | DELETE                                 | ticket-themes/destroy/{ticketTheme}                         | admin.ticket-themes.destroy                      | App\Http\Controllers\Admin\TicketThemesController@destroy                    | web,auth,role:admin,active,checkPermission:ticket_themes                                                                 |
| admin.localhost    | GET|HEAD                               | ticket-themes/edit/{ticketTheme}                            | admin.ticket-themes.edit                         | App\Http\Controllers\Admin\TicketThemesController@edit                       | web,auth,role:admin,active,checkPermission:ticket_themes                                                                 |
| admin.localhost    | POST                                   | ticket-themes/store                                         | admin.ticket-themes.store                        | App\Http\Controllers\Admin\TicketThemesController@store                      | web,auth,role:admin,active,checkPermission:ticket_themes                                                                 |
| admin.localhost    | PUT                                    | ticket-themes/update/{ticketTheme}                          | admin.ticket-themes.update                       | App\Http\Controllers\Admin\TicketThemesController@update                     | web,auth,role:admin,active,checkPermission:ticket_themes                                                                 |
| admin.localhost    | GET|HEAD                               | tickets                                                     | admin.tickets.index                              | App\Http\Controllers\Admin\TicketsController@index                           | web,auth,role:admin,active,checkPermission:tickets                                                                       |
| admin.localhost    | DELETE                                 | tickets/destroy/{ticket}                                    | admin.tickets.destroy                            | App\Http\Controllers\Admin\TicketsController@destroy                         | web,auth,role:admin,active,checkPermission:tickets                                                                       |
| admin.localhost    | GET|HEAD                               | tickets/edit/{ticket}                                       | admin.tickets.edit                               | App\Http\Controllers\Admin\TicketsController@edit                            | web,auth,role:admin,active,checkPermission:tickets                                                                       |
| admin.localhost    | PUT                                    | tickets/update/{ticket}                                     | admin.tickets.update                             | App\Http\Controllers\Admin\TicketsController@update                          | web,auth,role:admin,active,checkPermission:tickets                                                                       |
| merchant.localhost | GET|HEAD                               | tracking                                                    | admin2.tracking.index                            | App\Http\Controllers\TAdmin\TRegionsController@tracking                      | web,auth,role:merchant,active,merchantCompany                                                                            |
| admin.localhost    | GET|HEAD                               | tracking                                                    | admin.tracking.index                             | App\Http\Controllers\Admin\RegionsController@tracking                        | web,auth,role:admin,active,checkPermission:tracking                                                                      |
| admin.localhost    | GET|HEAD                               | transactions                                                | admin.transactions.index                         | App\Http\Controllers\Admin\TransactionsController@index                      | web,auth,role:admin,active,checkPermission:transactions                                                                  |
| merchant.localhost | GET|HEAD                               | transactions                                                | admin2.transactions.index                        | App\Http\Controllers\TAdmin\TransactionsController@index                     | web,auth,role:merchant,active,merchantCompany                                                                            |
| merchant.localhost | GET|HEAD                               | transactions/balance                                        | admin2.transactions.balance                      | App\Http\Controllers\TAdmin\TransactionsController@companyBalance            | web,auth,role:merchant,active,merchantCompany                                                                            |
| admin.localhost    | GET|HEAD                               | transactions/debts/companies                                | admin.transactions.debts.companies               | App\Http\Controllers\Admin\CompaniesController@debts                         | web,auth,role:admin,active,checkPermission:transactions                                                                  |
| admin.localhost    | GET|HEAD                               | transactions/debts/companies/export                         | admin.transactions.debts.companies.export        | App\Http\Controllers\Admin\CompaniesController@debtsExport                   | web,auth,role:admin,active,checkPermission:transactions                                                                  |
| admin.localhost    | GET|HEAD                               | transactions/debts/users                                    | admin.transactions.debts.users                   | App\Http\Controllers\Admin\CarsController@debts                              | web,auth,role:admin,active,checkPermission:transactions                                                                  |
| admin.localhost    | GET|HEAD                               | transactions/debts/users/export                             | admin.transactions.debts.users.export            | App\Http\Controllers\Admin\CarsController@debtsExport                        | web,auth,role:admin,active,checkPermission:transactions                                                                  |
| admin.localhost    | DELETE                                 | transactions/destroy/{transaction}                          | admin.transactions.destroy                       | App\Http\Controllers\Admin\TransactionsController@destroy                    | web,auth,role:admin,active,checkPermission:transactions                                                                  |
| admin.localhost    | GET|HEAD                               | transactions/export                                         | admin.transactions.export                        | App\Http\Controllers\Admin\TransactionsController@export                     | web,auth,role:admin,active,checkPermission:transactions                                                                  |
| admin.localhost    | POST                                   | transactions/import/excel                                   | admin.transactions.import-excel                  | App\Http\Controllers\Admin\TransactionsController@importExcel                | web,auth,role:admin,active,checkPermission:transactions                                                                  |
| admin.localhost    | GET|HEAD                               | transactions/import/form                                    | admin.transactions.import-form                   | App\Http\Controllers\Admin\TransactionsController@importForm                 | web,auth,role:admin,active,checkPermission:transactions                                                                  |
| admin.localhost    | POST                                   | transactions/import/show                                    | admin.transactions.import-show                   | App\Http\Controllers\Admin\TransactionsController@importShow                 | web,auth,role:admin,active,checkPermission:transactions                                                                  |
| merchant.localhost | GET|HEAD                               | transactions/show/{transaction}                             | admin2.transactions.show                         | App\Http\Controllers\TAdmin\TransactionsController@show                      | web,auth,role:merchant,active,merchantCompany                                                                            |
| admin.localhost    | GET|HEAD                               | transactions/show/{transaction}                             | admin.transactions.show                          | App\Http\Controllers\Admin\TransactionsController@show                       | web,auth,role:admin,active,checkPermission:transactions                                                                  |
| admin.localhost    | POST                                   | transactions/store-company                                  | admin.transactions.store-company                 | App\Http\Controllers\Admin\TransactionsController@storeCompany               | web,auth,role:admin,active,checkPermission:transactions                                                                  |
| admin.localhost    | POST                                   | transactions/store-user                                     | admin.transactions.store-user                    | App\Http\Controllers\Admin\TransactionsController@storeUser                  | web,auth,role:admin,active,checkPermission:transactions                                                                  |
| api.localhost      | GET|HEAD                               | truck-booking                                               | api.truck-booking.orders                         | App\Http\Controllers\Api\TruckBookingController@orders                       | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | POST                                   | truck-booking/book                                          | api.truck-booking.book                           | App\Http\Controllers\Api\TruckBookingController@book                         | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | POST                                   | truck-booking/book-edit/{truckBooking}                      | api.truck-booking.book-edit                      | App\Http\Controllers\Api\TruckBookingController@bookEdit                     | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | GET|HEAD                               | truck-booking/client                                        | api.truck-booking.clientOrders                   | App\Http\Controllers\Api\TruckBookingController@clientOrders                 | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | PUT                                    | truck-booking/client-accept-offer/{truckBooking}            | api.truck-booking.                               | App\Http\Controllers\Api\TruckBookingController@clientAcceptDriverOffer      | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | POST                                   | truck-booking/client-offer-price/{booking}                  | api.truck-booking.                               | App\Http\Controllers\Api\TruckBookingController@clientOfferPrice             | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | GET|HEAD                               | truck-booking/client/statistics                             | api.truck-booking.dashboardStatistics            | App\Http\Controllers\Api\TruckBookingController@dashboardStatistics          | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | GET|HEAD                               | truck-booking/completed                                     | api.truck-booking.getCompletedOrders             | App\Http\Controllers\Api\TruckBookingController@getCompletedOrders           | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | GET|HEAD                               | truck-booking/details/{truckBooking}                        | api.truck-booking.details                        | App\Http\Controllers\Api\TruckBookingController@getOrder                     | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | POST                                   | truck-booking/driver-offer-price/{truckBooking}             | api.truck-booking.                               | App\Http\Controllers\Api\TruckBookingController@driverOfferPrice             | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | PUT                                    | truck-booking/driver-review/{truckBooking}                  | api.truck-booking.driver.review                  | App\Http\Controllers\Api\TruckBookingController@leaveReviewDriver            | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | POST                                   | truck-booking/messages/{truckBooking}                       | api.truck-booking.message                        | App\Http\Controllers\Api\TruckBookingController@sendMessage                  | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | GET|HEAD                               | truck-booking/messages/{truckBooking}                       | api.truck-booking.messages                       | App\Http\Controllers\Api\TruckBookingController@messages                     | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | GET|HEAD                               | truck-booking/orders                                        | api.truck-booking.getBookingsInOrder             | App\Http\Controllers\Api\TruckBookingController@getBookingsInOrder           | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | GET|HEAD                               | truck-booking/price-offers/{booking}                        | api.truck-booking.                               | App\Http\Controllers\Api\TruckBookingController@getBookingOffers             | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | PUT                                    | truck-booking/review/{truckBooking}                         | api.truck-booking.review                         | App\Http\Controllers\Api\TruckBookingController@leaveReview                  | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | POST                                   | truck-booking/send-push                                     | api.truck-booking.send-push                      | App\Http\Controllers\Api\TruckBookingController@sendPush                     | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | PUT                                    | truck-booking/status/{truckBooking}                         | api.truck-booking.changeState                    | App\Http\Controllers\Api\TruckBookingController@changeState                  | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | GET|HEAD                               | truck-booking/truckCompleted                                | api.truck-booking.truckCompleted                 | App\Http\Controllers\Api\TruckBookingController@truckCompleted               | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | PUT                                    | truck-booking/view/{truckBooking}                           | api.truck-booking.view                           | App\Http\Controllers\Api\TruckBookingController@view                         | api,localize,localizationRedirect,apiLang,apiAuth:driver,client,merchant                                                 |
| api.localhost      | POST                                   | user-tracking/event/track                                   | api.user-tracking.                               | App\Http\Controllers\Api\TrackingController@trackEvent                       | api,localize,localizationRedirect,apiLang,apiBindUser                                                                    |
| api.localhost      | POST                                   | user-tracking/funnel/order/start                            | api.user-tracking.                               | App\Http\Controllers\Api\TrackingController@startOrderFunnel                 | api,localize,localizationRedirect,apiLang,apiBindUser                                                                    |
| api.localhost      | POST                                   | user-tracking/funnel/order/{funnelId}/abandon               | api.user-tracking.                               | App\Http\Controllers\Api\TrackingController@abandonOrderFunnel               | api,localize,localizationRedirect,apiLang,apiBindUser                                                                    |
| api.localhost      | POST                                   | user-tracking/funnel/order/{funnelId}/complete              | api.user-tracking.                               | App\Http\Controllers\Api\TrackingController@completeOrderFunnel              | api,localize,localizationRedirect,apiLang,apiBindUser                                                                    |
| api.localhost      | POST                                   | user-tracking/funnel/order/{funnelId}/step                  | api.user-tracking.                               | App\Http\Controllers\Api\TrackingController@orderFunnelStep                  | api,localize,localizationRedirect,apiLang,apiBindUser                                                                    |
| api.localhost      | POST                                   | user-tracking/session/end                                   | api.user-tracking.                               | App\Http\Controllers\Api\TrackingController@endSession                       | api,localize,localizationRedirect,apiLang,apiBindUser                                                                    |
| api.localhost      | POST                                   | user-tracking/session/identify                              | api.user-tracking.                               | App\Http\Controllers\Api\TrackingController@identifyUser                     | api,localize,localizationRedirect,apiLang,apiBindUser,throttle:10,1,apiAuth                                              |
| api.localhost      | POST                                   | user-tracking/session/start                                 | api.user-tracking.                               | App\Http\Controllers\Api\TrackingController@startSession                     | api,localize,localizationRedirect,apiLang,apiBindUser                                                                    |
| admin.localhost    | GET|HEAD                               | users                                                       | admin.users.index                                | App\Http\Controllers\Admin\UsersController@index                             | web,auth,role:admin,active,checkPermission:users                                                                         |
| merchant.localhost | GET|HEAD                               | users                                                       | admin2.users.index                               | App\Http\Controllers\TAdmin\UsersController@index                            | web,auth,role:merchant,active,merchantCompany                                                                            |
| merchant.localhost | GET|HEAD                               | users/create                                                | admin2.users.create                              | App\Http\Controllers\TAdmin\UsersController@create                           | web,auth,role:merchant,active,merchantCompany                                                                            |
| admin.localhost    | GET|HEAD                               | users/create                                                | admin.users.create                               | App\Http\Controllers\Admin\UsersController@create                            | web,auth,role:admin,active,checkPermission:users                                                                         |
| admin.localhost    | DELETE                                 | users/destroy/{user}                                        | admin.users.destroy                              | App\Http\Controllers\Admin\UsersController@destroy                           | web,auth,role:admin,active,checkPermission:users                                                                         |
| merchant.localhost | DELETE                                 | users/destroy/{user}                                        | admin2.users.destroy                             | App\Http\Controllers\TAdmin\UsersController@destroy                          | web,auth,role:merchant,active,merchantCompany                                                                            |
| admin.localhost    | GET|HEAD                               | users/edit/{user}                                           | admin.users.edit                                 | App\Http\Controllers\Admin\UsersController@edit                              | web,auth,role:admin,active,checkPermission:users                                                                         |
| merchant.localhost | GET|HEAD                               | users/edit/{user}                                           | admin2.users.edit                                | App\Http\Controllers\TAdmin\UsersController@edit                             | web,auth,role:merchant,active,merchantCompany                                                                            |
| admin.localhost    | GET|HEAD                               | users/export                                                | admin.users.export                               | App\Http\Controllers\Admin\UsersController@export                            | web,auth,role:admin,active,checkPermission:users                                                                         |
